,datetime,solar_best_mw,solar_source,source,geo_name,geo_id
342,2021-01-15T06:00:00.000,0.8,P48,best_solar,Península,8741
343,2021-01-15T07:00:00.000,4.8,P48,best_solar,Península,8741
344,2021-01-15T08:00:00.000,130.5,P48,best_solar,Península,8741
345,2021-01-15T09:00:00.000,1521.8,P48,best_solar,Península,8741
346,2021-01-15T10:00:00.000,3506.2,P48,best_solar,Península,8741
347,2021-01-15T11:00:00.000,4769.3,P48,best_solar,Península,8741
348,2021-01-15T12:00:00.000,5417.6,P48,best_solar,Península,8741
349,2021-01-15T13:00:00.000,5581.1,P48,best_solar,Península,8741
350,2021-01-15T14:00:00.000,5389.9,P48,best_solar,Península,8741
351,2021-01-15T15:00:00.000,4837.8,P48,best_solar,Península,8741
352,2021-01-15T16:00:00.000,3395.9,P48,best_solar,Península,8741
353,2021-01-15T17:00:00.000,1248.4,P48,best_solar,Península,8741
354,2021-01-15T18:00:00.000,87.5,P48,best_solar,Península,8741
355,2021-01-15T19:00:00.000,0.4,P48,best_solar,Península,8741
356,2021-01-15T20:00:00.000,0.5,P48,best_solar,Península,8741
357,2021-01-15T21:00:00.000,0.4,P48,best_solar,Península,8741
358,2021-01-15T22:00:00.000,0.4,P48,best_solar,Península,8741
359,2021-01-15T23:00:00.000,0.1,P48,best_solar,Península,8741
360,2021-01-16T00:00:00.000,0,Forecast,best_solar,Península,8741
361,2021-01-16T01:00:00.000,0,Forecast,best_solar,Península,8741
362,2021-01-16T02:00:00.000,0.5,P48,best_solar,Península,8741
363,2021-01-16T03:00:00.000,3.6,P48,best_solar,Península,8741
364,2021-01-16T04:00:00.000,5.3,P48,best_solar,Península,8741
365,2021-01-16T05:00:00.000,2.9,P48,best_solar,Península,8741
366,2021-01-16T06:00:00.000,0.5,P48,best_solar,Península,8741
367,2021-01-16T07:00:00.000,4.6,P48,best_solar,Península,8741
368,2021-01-16T08:00:00.000,130.7,P48,best_solar,Península,8741
369,2021-01-16T09:00:00.000,1571.8,P48,best_solar,Península,8741
370,2021-01-16T10:00:00.000,3761.3,P48,best_solar,Península,8741
371,2021-01-16T11:00:00.000,5084.8,P48,best_solar,Península,8741
372,2021-01-16T12:00:00.000,5680.6,P48,best_solar,Península,8741
